STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,Severity
WISCONSIN,September,Flood,JEFFERSON,1
CALIFORNIA,March,Tornado,YUBA,1
TEXAS,March,Tornado,BRAZORIA,1
LOUISIANA,April,Tornado,UNION,1
ALABAMA,April,Tornado,DALE,1
OKLAHOMA,June,Tornado,PONTOTOC,1
TEXAS,July,Tornado,WILLIAMSON,1
KENTUCKY,June,Tornado,MARSHALL,1
WISCONSIN,June,Tornado,LAFAYETTE,1
FLORIDA,April,Tornado,BAY,1
IOWA,September,Tornado,LINN,1
ARKANSAS,October,Tornado,JOHNSON,1
TEXAS,October,Tornado,HARDIN,1
IOWA,July,Tornado,JASPER,1
IOWA,July,Tornado,HAMILTON,1
IOWA,October,Tornado,ADAIR,1
IOWA,October,Tornado,GUTHRIE,1
NORTH CAROLINA,October,Tropical Storm,COLUMBUS,1
NORTH CAROLINA,October,Tropical Storm,ALEXANDER,1
NORTH CAROLINA,October,Tropical Storm,CLEVELAND,1
NORTH CAROLINA,October,Tropical Storm,DAVIE,1
NORTH CAROLINA,October,Tropical Storm,GASTON,1
NORTH CAROLINA,October,Tropical Storm,LINCOLN,1
NORTH CAROLINA,October,Tropical Storm,ROWAN,1
NEVADA,July,Flash Flood,NYE,1
NEVADA,July,Flash Flood,NYE,1
INDIANA,April,Flash Flood,HENDRICKS,1
PENNSYLVANIA,July,Flash Flood,WESTMORELAND,1
PENNSYLVANIA,July,Flash Flood,BUTLER,1
PENNSYLVANIA,July,Flash Flood,WESTMORELAND,1
WEST VIRGINIA,July,Flash Flood,TUCKER,1
MARYLAND,July,Flash Flood,GARRETT,1
PENNSYLVANIA,July,Flash Flood,WESTMORELAND,1
INDIANA,June,Flash Flood,KNOX,1
INDIANA,September,Flood,CLINTON,1
IOWA,July,Tornado,MARION,1
NEVADA,March,Avalanche,RUBY MOUNTAINS/E HUMBOLDT RANGE,1
WYOMING,December,Avalanche,TETON & GROS VENTRE MOUNTAINS,1
SOUTH DAKOTA,July,Flash Flood,HUTCHINSON,1
MINNESOTA,September,Tornado,WASECA,1
SOUTH CAROLINA,October,Tropical Storm,RICHLAND,1
TEXAS,March,Wildfire,HUTCHINSON,1
TEXAS,March,Wildfire,CARSON,1
CALIFORNIA,June,Wildfire,CLEAR LAKE/SOUTHERN LAKE COUNTY,1
CALIFORNIA,June,Wildfire,CARQUINEZ STRAIT AND DELTA,1
CALIFORNIA,July,Wildfire,NORTH BAY MOUNTAINS,1
OKLAHOMA,May,Wildfire,WOODWARD,1
NEVADA,August,Wildfire,N ELKO CNTY,1
HAWAII,August,Wildfire,WAIANAE COAST,1
HAWAII,August,Wildfire,MAUI LEEWARD WEST,1
KENTUCKY,May,Flash Flood,MAGOFFIN,1
CALIFORNIA,January,Flash Flood,INYO,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
MISSISSIPPI,April,Flash Flood,MADISON,1
MISSISSIPPI,April,Flash Flood,HINDS,1
OHIO,April,Flash Flood,VINTON,1
LOUISIANA,April,Flash Flood,FRANKLIN,1
LOUISIANA,April,Flash Flood,FRANKLIN,1
INDIANA,April,Flash Flood,MARION,1
LOUISIANA,September,Flash Flood,WEST CARROLL,1
NORTH CAROLINA,September,Flash Flood,BURKE,1
NORTH CAROLINA,September,Flash Flood,RUTHERFORD,1
NORTH CAROLINA,September,Flash Flood,BUNCOMBE,1
MISSISSIPPI,September,Flash Flood,LOWNDES,1
MISSISSIPPI,September,Flash Flood,CLAY,1
MISSISSIPPI,September,Flash Flood,LOWNDES,1
MISSISSIPPI,September,Flash Flood,LOWNDES,1
MISSISSIPPI,July,Flash Flood,MADISON,1
NORTH CAROLINA,September,Flash Flood,CABARRUS,1
OHIO,June,Flash Flood,COLUMBIANA,1
WEST VIRGINIA,July,Flash Flood,BRAXTON,1
MISSISSIPPI,July,Flash Flood,LAUDERDALE,1
NEVADA,July,Flash Flood,LINCOLN,1
MISSISSIPPI,May,Flash Flood,HINDS,1
MISSISSIPPI,May,Flash Flood,WARREN,1
MISSISSIPPI,May,Flash Flood,RANKIN,1
ARKANSAS,May,Flash Flood,CHICOT,1
WEST VIRGINIA,May,Flash Flood,BRAXTON,1
WEST VIRGINIA,May,Flash Flood,LEWIS,1
WEST VIRGINIA,May,Flash Flood,CABELL,1
WEST VIRGINIA,May,Flash Flood,WEBSTER,1
WEST VIRGINIA,May,Flash Flood,TYLER,1
NEVADA,July,Flash Flood,CLARK,1
NORTH CAROLINA,May,Flash Flood,BUNCOMBE,1
NORTH CAROLINA,May,Flash Flood,YANCEY,1
NORTH CAROLINA,May,Flash Flood,CALDWELL,1
NORTH CAROLINA,May,Flash Flood,CALDWELL,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
NEVADA,July,Flash Flood,CLARK,1
GEORGIA,May,Flash Flood,RABUN,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
TENNESSEE,August,Flash Flood,WASHINGTON,1
MISSISSIPPI,September,Flash Flood,MONTGOMERY,1
WISCONSIN,September,Flash Flood,VERNON,1
IOWA,September,Flash Flood,CLAYTON,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
IOWA,September,Flash Flood,CLAYTON,1
CALIFORNIA,September,Flash Flood,INYO,1
INDIANA,September,Flash Flood,CRAWFORD,1
KENTUCKY,September,Flash Flood,GREENUP,1
CALIFORNIA,August,Flash Flood,INYO,1
CALIFORNIA,August,Flash Flood,INYO,1
NEVADA,August,Flash Flood,CLARK,1
WEST VIRGINIA,August,Flash Flood,WIRT,1
PENNSYLVANIA,August,Flash Flood,BRADFORD,1
WEST VIRGINIA,August,Flash Flood,HARRISON,1
WEST VIRGINIA,August,Flash Flood,NICHOLAS,1
MISSISSIPPI,August,Flash Flood,HINDS,1
NEW YORK,August,Flash Flood,OSWEGO,1
WEST VIRGINIA,May,Flash Flood,PUTNAM,1
ARIZONA,August,Flash Flood,MOHAVE,1
TEXAS,June,Flash Flood,SCURRY,1
WISCONSIN,June,Flash Flood,BUFFALO,1
WISCONSIN,June,Flash Flood,TREMPEALEAU,1
OHIO,June,Flash Flood,GALLIA,1
WISCONSIN,June,Flash Flood,GRANT,1
TENNESSEE,July,Flash Flood,MCMINN,1
MISSISSIPPI,December,Flash Flood,MARION,1
MISSISSIPPI,December,Flash Flood,MARION,1
MISSISSIPPI,December,Flash Flood,WARREN,1
MISSISSIPPI,December,Flash Flood,WARREN,1
TEXAS,October,Flash Flood,HOWARD,1
WISCONSIN,September,Flash Flood,LAFAYETTE,1
ARIZONA,June,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
WEST VIRGINIA,October,Flash Flood,HARRISON,1
PENNSYLVANIA,October,Flash Flood,ALLEGHENY,1
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,1
PENNSYLVANIA,October,Flash Flood,ALLEGHENY,1
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,1
ARIZONA,October,Flash Flood,MOHAVE,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,November,Flash Flood,RIVERSIDE,1
WISCONSIN,August,Flash Flood,ROCK,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,PINAL,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,PINAL,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,September,Flash Flood,LA PAZ,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
CALIFORNIA,October,Flash Flood,RIVERSIDE,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,COCHISE,1
ARIZONA,August,Flash Flood,PIMA,1
PENNSYLVANIA,July,Flash Flood,INDIANA,1
OHIO,July,Flash Flood,BELMONT,1
WEST VIRGINIA,July,Flash Flood,TUCKER,1
WISCONSIN,August,Flash Flood,DODGE,1
WEST VIRGINIA,February,Flood,MINGO,1
WEST VIRGINIA,February,Flood,KANAWHA,1
WEST VIRGINIA,February,Flood,MINGO,1
WEST VIRGINIA,January,Flood,TYLER,1
WEST VIRGINIA,January,Flood,RITCHIE,1
WEST VIRGINIA,February,Flood,LINCOLN,1
OHIO,January,Flood,MORGAN,1
OHIO,February,Flood,ATHENS,1
OHIO,February,Flood,JACKSON,1
OHIO,February,Flood,GALLIA,1
KENTUCKY,February,Flood,BOYD,1
WEST VIRGINIA,February,Flood,TYLER,1
OHIO,February,Flood,WASHINGTON,1
WEST VIRGINIA,February,Flood,DODDRIDGE,1
WEST VIRGINIA,February,Flood,KANAWHA,1
WEST VIRGINIA,February,Flood,GILMER,1
WEST VIRGINIA,February,Flood,HARRISON,1
OHIO,February,Flood,GALLIA,1
OHIO,February,Flood,GALLIA,1
WEST VIRGINIA,February,Flood,LOGAN,1
VIRGINIA,February,Flood,WISE,1
INDIANA,March,Flood,GIBSON,1
ILLINOIS,March,Flood,WHITE,1
WEST VIRGINIA,March,Flood,RANDOLPH,1
WEST VIRGINIA,April,Flood,TYLER,1
WEST VIRGINIA,April,Flood,GILMER,1
OHIO,April,Flood,ATHENS,1
OHIO,April,Flood,MEIGS,1
OHIO,April,Flood,WASHINGTON,1
OHIO,April,Flood,WASHINGTON,1
WEST VIRGINIA,April,Flood,DODDRIDGE,1
OHIO,April,Flood,WASHINGTON,1
GEORGIA,April,Flood,CHATHAM,1
OHIO,November,Flood,WASHINGTON,1
OHIO,November,Flood,MEIGS,1
WEST VIRGINIA,April,Flood,PLEASANTS,1
WEST VIRGINIA,April,Flood,POCAHONTAS,1
OHIO,April,Flood,WASHINGTON,1
OHIO,April,Flood,ATHENS,1
OHIO,April,Flood,WASHINGTON,1
OHIO,April,Flood,VINTON,1
VIRGINIA,June,Flood,HANOVER,1
KENTUCKY,September,Flood,LAWRENCE,1
INDIANA,July,Flood,DELAWARE,1
WASHINGTON,May,Flood,OKANOGAN,1
OHIO,May,Flood,LAWRENCE,1
IDAHO,May,Flood,BOUNDARY,1
WEST VIRGINIA,May,Flood,RANDOLPH,1
WEST VIRGINIA,May,Flood,LINCOLN,1
NORTH CAROLINA,May,Flood,POLK,1
NORTH CAROLINA,May,Flood,TRANSYLVANIA,1
OHIO,September,Flood,MEIGS,1
WISCONSIN,August,Flood,WINNEBAGO,1
MASSACHUSETTS,August,Flood,FRANKLIN,1
OHIO,August,Flood,FRANKLIN,1
OHIO,June,Flood,UNION,1
IOWA,June,Flood,MITCHELL,1
IOWA,June,Flood,ALLAMAKEE,1
OHIO,June,Flood,VINTON,1
OHIO,June,Flood,ATHENS,1
TENNESSEE,July,Flood,MEIGS,1
OHIO,February,Flood,MEIGS,1
WISCONSIN,May,Flood,JEFFERSON,1
OHIO,December,Flood,WASHINGTON,1
WISCONSIN,October,Flood,JEFFERSON,1
WEST VIRGINIA,December,Flood,WAYNE,1
KENTUCKY,December,Flood,BOYD,1
OHIO,December,Flood,GALLIA,1
OHIO,December,Flood,GALLIA,1
OHIO,December,Flood,VINTON,1
OHIO,December,Flood,MEIGS,1
NORTH CAROLINA,December,Flood,BURKE,1
OHIO,December,Flood,ATHENS,1
OHIO,December,Flood,WASHINGTON,1
OHIO,December,Flood,WASHINGTON,1
OHIO,December,Flood,GALLIA,1
WEST VIRGINIA,December,Flood,CABELL,1
WEST VIRGINIA,December,Flood,MASON,1
WEST VIRGINIA,December,Flood,MASON,1
NORTH CAROLINA,October,Flood,BURKE,1
NORTH CAROLINA,October,Flood,MCDOWELL,1
WISCONSIN,September,Flood,MARQUETTE,1
TENNESSEE,February,Flood,CUMBERLAND,1
TENNESSEE,February,Flood,HICKMAN,1
SOUTH CAROLINA,November,Flood,GREENVILLE,1
ARIZONA,October,Flood,MARICOPA,1
INDIANA,May,Flood,KNOX,1
WISCONSIN,October,Flood,ROCK,1
WISCONSIN,October,Flood,JEFFERSON,1
WISCONSIN,August,Flood,GREEN,1
WISCONSIN,August,Flood,ROCK,1
WISCONSIN,August,Flood,COLUMBIA,1
MISSOURI,February,Tornado,NEW MADRID,1
MINNESOTA,September,Tornado,FILLMORE,1
OKLAHOMA,May,Tornado,OSAGE,1
NORTH CAROLINA,September,Tornado,BERTIE,1
VIRGINIA,September,Tornado,RICHMOND (C),1
GEORGIA,December,Tornado,ATKINSON,1
IOWA,July,Tornado,POLK,1
OKLAHOMA,May,Tornado,POTTAWATOMIE,1
WISCONSIN,June,Tornado,COLUMBIA,1
OKLAHOMA,May,Tornado,TILLMAN,1
OKLAHOMA,May,Tornado,COTTON,1
IOWA,September,Tornado,HENRY,1
IOWA,October,Tornado,BLACK HAWK,1
TEXAS,October,Tornado,JASPER,1
LOUISIANA,November,Tornado,CATAHOULA,1
NEBRASKA,March,Wildfire,FURNAS,1
KANSAS,May,Flash Flood,RAWLINS,1
GEORGIA,May,Flash Flood,TOWNS,1
IDAHO,May,Flood,BONNER,1
SOUTH CAROLINA,December,Flood,CHARLESTON,1
ARKANSAS,September,Flash Flood,ASHLEY,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
LOUISIANA,April,Flash Flood,WEST CARROLL,1
MISSISSIPPI,April,Flash Flood,LEAKE,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
MISSISSIPPI,April,Flash Flood,MADISON,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
KENTUCKY,April,Flash Flood,OWEN,1
LOUISIANA,April,Flash Flood,MADISON,1
TEXAS,September,Flash Flood,PECOS,1
MISSISSIPPI,July,Flash Flood,WARREN,1
MISSISSIPPI,July,Flash Flood,HINDS,1
MISSISSIPPI,July,Flash Flood,MADISON,1
MISSISSIPPI,July,Flash Flood,RANKIN,1
MISSISSIPPI,May,Flash Flood,LAWRENCE,1
OHIO,September,Flash Flood,FRANKLIN,1
NORTH CAROLINA,May,Flash Flood,MCDOWELL,1
NORTH CAROLINA,May,Flash Flood,MACON,1
NEW YORK,July,Flash Flood,STEUBEN,1
INDIANA,May,Flash Flood,SWITZERLAND,1
NORTH CAROLINA,May,Flash Flood,BURKE,1
PENNSYLVANIA,September,Flash Flood,BRADFORD,1
WEST VIRGINIA,August,Flash Flood,JACKSON,1
MISSISSIPPI,August,Flash Flood,HINDS,1
OHIO,June,Flash Flood,CLERMONT,1
IOWA,June,Flash Flood,CLAYTON,1
KENTUCKY,February,Flash Flood,BOONE,1
MISSISSIPPI,December,Flash Flood,FRANKLIN,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,July,Flash Flood,PINAL,1
ARIZONA,August,Flash Flood,MARICOPA,1
INDIANA,April,Flash Flood,VIGO,1
INDIANA,June,Flash Flood,KNOX,1
INDIANA,September,Flash Flood,KNOX,1
INDIANA,September,Flash Flood,KNOX,1
OHIO,January,Flood,LAKE,1
OHIO,February,Flood,WASHINGTON,1
FLORIDA,February,Flood,HOLMES,1
WEST VIRGINIA,February,Flood,LOGAN,1
ILLINOIS,April,Flood,GALLATIN,1
OHIO,April,Flood,CLARK,1
WASHINGTON,May,Flood,OKANOGAN,1
SOUTH CAROLINA,May,Flood,OCONEE,1
OHIO,September,Flood,MEIGS,1
INDIANA,July,Flood,VIGO,1
MASSACHUSETTS,September,Flood,SUFFOLK,1
MASSACHUSETTS,September,Flood,WORCESTER,1
WISCONSIN,June,Flood,GRANT,1
OHIO,February,Flood,CHAMPAIGN,1
WEST VIRGINIA,April,Flood,BRAXTON,1
OHIO,December,Flood,WASHINGTON,1
OHIO,December,Flood,WASHINGTON,1
OHIO,April,Flood,CUYAHOGA,1
OREGON,October,Flood,MORROW,1
INDIANA,July,Flood,VERMILLION,1
WISCONSIN,September,Flood,COLUMBIA,1
WISCONSIN,September,Flood,GREEN,1
IDAHO,June,Tornado,BUTTE,1
MISSOURI,May,Tornado,BUTLER,1
PENNSYLVANIA,May,Tornado,CUMBERLAND,1
KENTUCKY,September,Tornado,DAVIESS,1
VIRGINIA,September,Tornado,POWHATAN,1
VIRGINIA,September,Tornado,RICHMOND (C),1
IOWA,September,Tornado,CEDAR,1
CONNECTICUT,October,Tornado,TOLLAND,1
ARKANSAS,April,Tornado,CONWAY,1
SOUTH CAROLINA,September,Tropical Storm,CENTRAL HORRY,1
KANSAS,March,Wildfire,SMITH,1
HAWAII,November,Flash Flood,HAWAII,1
WYOMING,June,Tornado,CAMPBELL,1
LOUISIANA,November,Tornado,WASHINGTON,1
NEVADA,August,Wildfire,N LANDER & N EUREKA,1
OKLAHOMA,April,Wildfire,JACKSON,1
WYOMING,September,Wildfire,SALT RIVER & WYOMING RANGES,1
MISSISSIPPI,September,Flash Flood,JONES,1
MISSISSIPPI,April,Flash Flood,YAZOO,1
MISSISSIPPI,April,Flash Flood,YAZOO,1
MISSISSIPPI,April,Flash Flood,RANKIN,1
MISSISSIPPI,April,Flash Flood,NESHOBA,1
MASSACHUSETTS,September,Flash Flood,HAMPDEN,1
ARIZONA,October,Flash Flood,MOHAVE,1
NEBRASKA,May,Flash Flood,BURT,1
INDIANA,June,Flash Flood,KNOX,1
WEST VIRGINIA,April,Flood,TAYLOR,1
ILLINOIS,April,Flood,HARDIN,1
WEST VIRGINIA,April,Flood,NICHOLAS,1
OHIO,April,Flood,WASHINGTON,1
WEST VIRGINIA,September,Flood,LINCOLN,1
MASSACHUSETTS,August,Flood,BARNSTABLE,1
KENTUCKY,June,Flood,LEWIS,1
OHIO,April,Flood,KNOX,1
OHIO,April,Flood,RICHLAND,1
NEBRASKA,May,Flood,BUTLER,1
FLORIDA,April,Tornado,MONROE,1
MISSISSIPPI,September,Tropical Depression,GRENADA,1
SOUTH CAROLINA,October,Tropical Storm,COASTAL HORRY,1
OHIO,May,Flash Flood,HOCKING,1
MISSISSIPPI,September,Flash Flood,MADISON,1
LOUISIANA,January,Flash Flood,IBERIA,1
LOUISIANA,January,Flash Flood,VERMILION,1
TENNESSEE,March,Flash Flood,COFFEE,1
TENNESSEE,March,Flash Flood,GRUNDY,1
INDIANA,February,Flash Flood,VANDERBURGH,1
TENNESSEE,March,Flash Flood,TROUSDALE,1
MISSISSIPPI,March,Flash Flood,YAZOO,1
MISSISSIPPI,April,Flash Flood,HINDS,1
MISSISSIPPI,April,Flash Flood,NESHOBA,1
MISSISSIPPI,April,Flash Flood,LAUDERDALE,1
MISSISSIPPI,April,Flash Flood,WARREN,1
LOUISIANA,April,Flash Flood,RICHLAND,1
TENNESSEE,April,Flash Flood,SUMNER,1
WEST VIRGINIA,June,Flash Flood,BROOKE,1
PENNSYLVANIA,June,Flash Flood,WASHINGTON,1
PENNSYLVANIA,June,Flash Flood,WASHINGTON,1
PENNSYLVANIA,June,Flash Flood,WASHINGTON,1
PENNSYLVANIA,June,Flash Flood,ARMSTRONG,1
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,1
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,1
PENNSYLVANIA,June,Flash Flood,ALLEGHENY,1
TEXAS,September,Flash Flood,DENTON,1
NORTH CAROLINA,September,Flash Flood,MCDOWELL,1
TEXAS,September,Flash Flood,PECOS,1
MISSISSIPPI,September,Flash Flood,SHARKEY,1
TEXAS,September,Flash Flood,REAGAN,1
ARKANSAS,June,Flash Flood,CHICOT,1
MISSISSIPPI,July,Flash Flood,MADISON,1
MISSISSIPPI,July,Flash Flood,HINDS,1
AMERICAN SAMOA,October,Flash Flood,TUTUILA,1
MISSISSIPPI,July,Flash Flood,CLARKE,1
NEW YORK,July,Flash Flood,ALBANY,1
NEW MEXICO,July,Flash Flood,MCKINLEY,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
NEVADA,July,Flash Flood,CLARK,1
NEVADA,July,Flash Flood,CLARK,1
CALIFORNIA,July,Flash Flood,INYO,1
WEST VIRGINIA,May,Flash Flood,SUMMERS,1
MISSOURI,May,Flash Flood,OZARK,1
KENTUCKY,September,Flash Flood,MONTGOMERY,1
VIRGINIA,May,Flash Flood,BEDFORD,1
VIRGINIA,May,Flash Flood,HALIFAX,1
KENTUCKY,May,Flash Flood,BALLARD,1
WEST VIRGINIA,May,Flash Flood,KANAWHA,1
NORTH CAROLINA,May,Flash Flood,SURRY,1
NORTH CAROLINA,May,Flash Flood,AVERY,1
NEW YORK,July,Flash Flood,CORTLAND,1
NEW YORK,July,Flash Flood,TIOGA,1
TEXAS,May,Flash Flood,EL PASO,1
IDAHO,May,Flash Flood,ONEIDA,1
ARIZONA,July,Flash Flood,MOHAVE,1
NORTH CAROLINA,May,Flash Flood,POLK,1
VIRGINIA,May,Flash Flood,BOTETOURT,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
NORTH CAROLINA,May,Flash Flood,CALDWELL,1
NORTH CAROLINA,September,Flash Flood,ROWAN,1
NEW YORK,July,Flash Flood,CATTARAUGUS,1
CALIFORNIA,August,Flash Flood,SAN BERNARDINO,1
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,1
MISSISSIPPI,September,Flash Flood,HOLMES,1
NEW YORK,July,Flash Flood,CHAUTAUQUA,1
MASSACHUSETTS,September,Flash Flood,ESSEX,1
PENNSYLVANIA,July,Flash Flood,BRADFORD,1
KENTUCKY,September,Flash Flood,JEFFERSON,1
MICHIGAN,September,Flash Flood,MARQUETTE,1
PENNSYLVANIA,July,Flash Flood,BRADFORD,1
PENNSYLVANIA,July,Flash Flood,BRADFORD,1
KENTUCKY,September,Flash Flood,JEFFERSON,1
MASSACHUSETTS,July,Flash Flood,ESSEX,1
MASSACHUSETTS,July,Flash Flood,ESSEX,1
OKLAHOMA,August,Flash Flood,TULSA,1
MISSISSIPPI,September,Flash Flood,SHARKEY,1
CALIFORNIA,September,Flash Flood,SAN BERNARDINO,1
NEW YORK,September,Flash Flood,BROOME,1
NEW YORK,September,Flash Flood,OTSEGO,1
WEST VIRGINIA,July,Flash Flood,KANAWHA,1
PENNSYLVANIA,September,Flash Flood,BRADFORD,1
NEW YORK,September,Flash Flood,STEUBEN,1
PENNSYLVANIA,September,Flash Flood,BRADFORD,1
VIRGINIA,September,Flash Flood,GILES,1
NEW YORK,July,Flash Flood,CHEMUNG,1
PENNSYLVANIA,August,Flash Flood,BRADFORD,1
OHIO,September,Flash Flood,TRUMBULL,1
ILLINOIS,September,Flash Flood,HAMILTON,1
INDIANA,September,Flash Flood,VANDERBURGH,1
NEW YORK,July,Flash Flood,ALLEGANY,1
NEW YORK,July,Flash Flood,ALLEGANY,1
ARIZONA,August,Flash Flood,MOHAVE,1
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,1
ARIZONA,August,Flash Flood,MOHAVE,1
NEW YORK,August,Flash Flood,ULSTER,1
NEW YORK,August,Flash Flood,BROOME,1
NEW YORK,August,Flash Flood,BROOME,1
NEW YORK,August,Flash Flood,BROOME,1
NEW YORK,August,Flash Flood,BROOME,1
NEW YORK,August,Flash Flood,CHEMUNG,1
PENNSYLVANIA,August,Flash Flood,BRADFORD,1
PENNSYLVANIA,August,Flash Flood,BRADFORD,1
PENNSYLVANIA,August,Flash Flood,SUSQUEHANNA,1
NEW MEXICO,August,Flash Flood,COLFAX,1
MISSISSIPPI,August,Flash Flood,FORREST,1
MISSISSIPPI,August,Flash Flood,WASHINGTON,1
CALIFORNIA,August,Flash Flood,INYO,1
MARYLAND,May,Flash Flood,FREDERICK,1
WEST VIRGINIA,June,Flash Flood,LEWIS,1
SOUTH CAROLINA,June,Flash Flood,YORK,1
MICHIGAN,June,Flash Flood,DICKINSON,1
WEST VIRGINIA,June,Flash Flood,KANAWHA,1
NEW YORK,August,Flash Flood,OSWEGO,1
TEXAS,June,Flash Flood,JEFFERSON,1
IOWA,June,Flash Flood,FLOYD,1
MARYLAND,May,Flash Flood,CARROLL,1
MARYLAND,May,Flash Flood,HOWARD,1
ARIZONA,September,Flash Flood,PIMA,1
GEORGIA,May,Flash Flood,TALBOT,1
OKLAHOMA,May,Flash Flood,CANADIAN,1
MISSISSIPPI,December,Flash Flood,JASPER,1
MISSISSIPPI,December,Flash Flood,LAMAR,1
MISSISSIPPI,December,Flash Flood,CLARKE,1
CALIFORNIA,December,Flash Flood,ORANGE,1
NORTH CAROLINA,October,Flash Flood,YANCEY,1
NORTH CAROLINA,October,Flash Flood,HENDERSON,1
NORTH CAROLINA,October,Flash Flood,POLK,1
ARIZONA,July,Flash Flood,LA PAZ,1
AMERICAN SAMOA,September,Flash Flood,TUTUILA,1
AMERICAN SAMOA,September,Flash Flood,TUTUILA,1
ARIZONA,July,Flash Flood,PINAL,1
ARIZONA,July,Flash Flood,MARICOPA,1
TEXAS,October,Flash Flood,GLASSCOCK,1
TEXAS,October,Flash Flood,GAINES,1
NORTH CAROLINA,October,Flash Flood,IREDELL,1
TENNESSEE,October,Flash Flood,WILLIAMSON,1
MASSACHUSETTS,July,Flash Flood,HAMPDEN,1
MASSACHUSETTS,July,Flash Flood,HAMPDEN,1
ARIZONA,August,Flash Flood,GILA,1
NEW YORK,October,Flash Flood,CHAUTAUQUA,1
NEW YORK,October,Flash Flood,CHAUTAUQUA,1
NEW YORK,October,Flash Flood,CHAUTAUQUA,1
NEW YORK,October,Flash Flood,ERIE,1
ARIZONA,October,Flash Flood,COCHISE,1
NEW YORK,October,Flash Flood,ERIE,1
NEW YORK,October,Flash Flood,CHAUTAUQUA,1
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,1
TEXAS,October,Flash Flood,TARRANT,1
PENNSYLVANIA,October,Flash Flood,ALLEGHENY,1
TEXAS,October,Flash Flood,WICHITA,1
PENNSYLVANIA,October,Flash Flood,WESTMORELAND,1
ARIZONA,October,Flash Flood,MOHAVE,1
CALIFORNIA,November,Flash Flood,RIVERSIDE,1
WISCONSIN,August,Flash Flood,FOND DU LAC,1
TENNESSEE,November,Flash Flood,SUMNER,1
ARIZONA,July,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,July,Flash Flood,MARICOPA,1
ARIZONA,July,Flash Flood,PINAL,1
ARIZONA,August,Flash Flood,YUMA,1
ARIZONA,August,Flash Flood,LA PAZ,1
ARIZONA,September,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,LA PAZ,1
ARIZONA,October,Flash Flood,MARICOPA,1
MISSISSIPPI,November,Flash Flood,RANKIN,1
MISSISSIPPI,November,Flash Flood,MADISON,1
MISSISSIPPI,November,Flash Flood,FORREST,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,LA PAZ,1
ARIZONA,August,Flash Flood,GILA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,August,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
ARIZONA,October,Flash Flood,MARICOPA,1
